kennel,animalid,jurisdiction,intype,insubtype,indate,surreason,outtype,outsubtype,outdate,animaltype,sex,bites,petsize,color,breed,sourcezipcode,ObjectId
ACO UNIT,A750494,40291,STRAY,FIELD,2023-12-25 00:00:00,DOA,RTO,IN FIELD,2023-12-25 00:00:00,DOG,F,N,MED,TAN / WHITE,SIBERIAN HUSKY,40291,44173
NECROPSY,A750568,40211,STRAY,FIELD,2023-12-26 00:00:00,STRAY,DISPOSAL,NECROPSY,2023-12-27 00:00:00,DOG,M,N,LARGE,TAN / WHITE,PIT BULL,40211,44174
LOST,A750603,,LOST,WEB,2023-12-27 00:00:00,,,,,DOG,M,,LARGE,BROWN,AM PIT BULL TER,,44175
FOUND,A708504,,FOUND,WEB,2022-01-24 00:00:00,,,,,DOG,,,MED,BLACK,LABRADOR RETR,,44176
TNR/SNR,A708506,40229,STRAY,OTC,2022-01-26 00:00:00,STRAY,TNR,CARETAKER,2022-01-28 00:00:00,CAT,N,N,SMALL,BLACK / WHITE,DOMESTIC MH,40229,44177
TNR/SNR,A708662,40229,STRAY,OTC,2022-01-31 00:00:00,STRAY,SNR,,2022-02-15 00:00:00,CAT,S,N,SMALL,TORTIE,DOMESTIC SH,40229,44178
TNR/SNR,A708663,40229,STRAY,OTC,2022-01-31 00:00:00,STRAY,SNR,,2022-02-15 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40229,44179
FOSTER,A708771,40229,STRAY,OTC,2022-02-03 00:00:00,STRAY,FOSTER,MEDICAL,2022-02-05 00:00:00,CAT,M,N,KITTN,BLACK / WHITE,DOMESTIC MH,40229,44180
N12,A708774,40216,STRAY,OTC,2025-04-10 00:00:00,STRAY,FOSTER,VACATION,2025-05-16 00:00:00,DOG,S,N,LARGE,TAN / WHITE,PIT BULL,40216,44181
TNR/SNR,A725471,40118,STRAY,OTC,2022-10-14 00:00:00,STRAY,SNR,,2022-10-19 00:00:00,CAT,S,N,MED,BRN TABBY / ORANGE,DOMESTIC SH,40118,44182
INTAKE,A725755,40219,STRAY,OTC,2022-11-18 00:00:00,STRAY,EUTH,INHUMANE,2022-11-18 00:00:00,CAT,S,N,MED,GRAY,DOMESTIC SH,40219,44183
C101,A725755,40219,STRAY,OTC,2022-10-15 00:00:00,STRAY,RTF,,2022-10-21 00:00:00,CAT,S,N,MED,GRAY,DOMESTIC SH,40219,44184
FOLLOWUP,A725871,40272,STRAY,OTC,2022-10-22 00:00:00,STRAY,RTO,IN KENNEL,2022-10-24 00:00:00,CAT,N,N,LARGE,BLACK,DOMESTIC SH,40272,44185
LOST,A726187,,LOST,WEB,2022-10-25 00:00:00,,,,,DOG,M,,MED,WHITE,JACK RUSS TERR,40291,44186
FOUND,A726448,,FOUND,WEB,2022-10-30 00:00:00,,,,,DOG,M,,MED,BLACK,AM PIT BULL TER,40215,44187
TNR/SNR,A726471,40215,STRAY,FIELD,2022-10-31 00:00:00,STRAY,SNR,,2022-11-02 00:00:00,CAT,N,N,MED,BLACK,DOMESTIC SH,40215,44188
C209,A726679,40218,STRAY,OTC,2022-11-03 00:00:00,STRAY,TRANSFER,KHS,2022-11-07 00:00:00,CAT,M,N,KITTN,ORANGE,DOMESTIC SH,40218,44189
C209,A726680,40218,STRAY,OTC,2022-11-03 00:00:00,STRAY,TRANSFER,KHS,2022-11-07 00:00:00,CAT,M,N,KITTN,ORANGE,DOMESTIC SH,40218,44190
611,A726716,40291,STRAY,OTC,2022-11-04 00:00:00,STRAY,EUTH,BEHAV OBSV,2022-12-29 00:00:00,DOG,N,Y,MED,BLACK / WHITE,LABRADOR RETR,40229,44191
FOUND,A762954,,FOUND,WEB,2024-06-19 00:00:00,,,,,DOG,F,,LARGE,BLACK,GERM SHEPHERD,40205,44192
LOST,A763009,,LOST,WEB,2024-06-20 00:00:00,,,,,DOG,M,,LARGE,UNKNOWN,ALASK MALAMUTE,,44193
K109,A763105,40205,STRAY,OTC,2024-06-22 00:00:00,STRAY,TRANSFER,KHS,2024-07-02 00:00:00,DOG,S,N,SMALL,BLACK / WHITE,BEAGLE / MIX,40206,44194
612,A763171,40214,STRAY,FIELD,2024-06-24 00:00:00,STRAY,RTO,IN KENNEL,2024-06-25 00:00:00,DOG,M,N,MED,GRAY / WHITE,PIT BULL,40214,44195
N07,A763372,40215,STRAY,OTC,2024-06-27 00:00:00,STRAY,TRANSFER,KHS,2024-07-23 00:00:00,DOG,F,N,LARGE,TAN,GERM SHEPHERD / AKITA,40215,44196
FOSTER,A763382,40218,FOSTER,RETURN,2024-07-08 00:00:00,STRAY,DIED,IN FOSTER,2024-07-08 00:00:00,CAT,M,N,KITTN,GRAY TABBY,DOMESTIC SH,40272,44197
FOSTER,A763430,40214,STRAY,OTC,2024-06-28 00:00:00,STRAY,FOSTER,TIME/SPACE,2024-07-05 00:00:00,RABBIT,F,N,SMALL,BROWN,CINNAMON,40215,44198
BARN,A763432,40214,STRAY,OTC,2024-06-28 00:00:00,STRAY,TRANSFER,RESCUE GRP,2024-07-05 00:00:00,RABBIT,M,N,MED,BROWN / GRAY,CINNAMON,40215,44199
VET,A768618,40211,STRAY,FIELD,2024-09-21 00:00:00,STRAY,EUTH,MEDICAL,2024-09-21 00:00:00,CAT,U,N,MED,BRN TABBY,DOMESTIC SH,40218,44200
LOST,A768779,,LOST,WEB,2024-09-21 00:00:00,,,,,DOG,M,,MED,UNKNOWN,PIT BULL,,44201
C202,A768793,40218,STRAY,OTC,2024-09-23 00:00:00,ABANDON,FOSTER,TOO YOUNG,2024-09-26 00:00:00,CAT,N,N,KITTN,BLACK / WHITE,DOMESTIC SH,40218,44202
TNR/SNR,A768834,40219,STRAY,OTC,2024-09-23 00:00:00,STRAY,SNR,,2024-09-25 00:00:00,CAT,S,N,SMALL,GRAY TABBY,DOMESTIC SH,40219,44203
FOSTER,A768953,40272,STRAY,FIELD,2024-09-24 00:00:00,STRAY,RTO,IN KENNEL,2024-10-13 00:00:00,DOG,N,N,MED,TAN / BROWN,BEAGLE / MIX,40272,44204
N46,A768974,40214,OWNER SUR,OTC,2024-09-24 00:00:00,OWNER MED,ADOPTION,WALK IN,2024-10-04 00:00:00,CAT,N,N,LARGE,ORANGE / WHITE,DOMESTIC SH,40324,44205
LOST,A768986,,LOST,WEB,2024-09-24 00:00:00,,,,,DOG,F,,SMALL,BLACK,BEAGLE,40214,44206
N52,A769010,40272,STRAY,OTC,2024-09-25 00:00:00,STRAY,ADOPTION,WALK IN,2024-10-06 00:00:00,CAT,N,N,LARGE,WHITE / GRAY,DOMESTIC SH,40272,44207
N09,A769021,40218,FOSTER,RETURN,2024-11-17 00:00:00,FOSTER RET,ADOPTION,WALK IN,2024-11-17 00:00:00,DOG,S,N,LARGE,WHITE / BLACK,AMER BULLDOG / LABRADOR RETR,40205,44208
FOSTER,A759789,40214,STRAY,OTC,2024-05-09 00:00:00,ABANDON,FOSTER,TOO YOUNG,2024-05-09 00:00:00,CAT,N,N,KITTN,ORG TABBY,DOMESTIC SH,40214,44209
CW09,A726153,40218,FOSTER,RETURN,2022-10-30 00:00:00,FOSTER RET,DIED,IN FOSTER,2023-01-01 00:00:00,CAT,F,N,SMALL,CALICO,DOMESTIC SH,40218,44210
C123,A726160,40211,STRAY,OTC,2022-10-25 00:00:00,STRAY,SNR,,2022-11-01 00:00:00,CAT,N,N,LARGE,BLACK,DOMESTIC SH,40215,44211
FOSTER,A726188,40216,STRAY,OTC,2022-10-25 00:00:00,STRAY,TRANSFER,RESCUE GRP,2022-10-25 00:00:00,DOG,M,N,MED,TRICOLOR,AUST CATTLE DOG,40218,44212
N46,A726262,40214,FOSTER,RETURN,2022-12-13 00:00:00,FOSTER RET,ADOPTION,WALK IN,2022-12-29 00:00:00,CAT,S,N,SMALL,CALICO,DOMESTIC SH,40205,44213
LOST,A726317,,LOST,WEB,2022-10-26 00:00:00,,,,,CAT,F,,,UNKNOWN,DOMESTIC LH,40046,44214
LOST,A726338,,LOST,WEB,2022-10-26 00:00:00,,,,,DOG,F,,MED,WHITE,AMER BULLDOG,,44215
LOST,A726432,,LOST,WEB,2022-10-28 00:00:00,,,,,CAT,F,,LARGE,UNKNOWN,COLORPOINT,,44216
FOSTER,A726525,40218,FOSTER,RETURN,2022-12-19 00:00:00,FOSTER RET,FOSTER,VACATION,2022-12-19 00:00:00,DOG,S,N,MED,BLUE,AUST CATTLE DOG,40207,44217
FOSTER,A726653,40211,FOSTER,RETURN,2022-11-08 00:00:00,FOSTER RET,FOSTER,,2022-11-08 00:00:00,DOG,S,N,MED,CHOCOLATE / WHITE,SIBERIAN HUSKY / MIX,40213,44218
FOSTER,A726653,40211,FOSTER,RETURN,2022-11-19 00:00:00,FOSTER RET,ADOPTION,FOSTER,2022-11-19 00:00:00,DOG,S,N,MED,CHOCOLATE / WHITE,SIBERIAN HUSKY / MIX,40213,44219
FOSTER,A726761,40218,STRAY,OTC,2022-11-05 00:00:00,STRAY,TRANSFER,KHS,2022-11-10 00:00:00,DOG,M,N,PUPPY,BROWN / WHITE,PIT BULL,40218,44220
FOSTER,A726807,40208,STRAY,FIELD,2022-11-06 00:00:00,STRAY,FOSTER,TOO YOUNG,2022-11-15 00:00:00,DOG,N,N,PUPPY,TAN / BLACK,CAIRN TERRIER,40208,44221
FOSTER,A768592,40242,FOSTER,RETURN,2024-09-27 00:00:00,FOSTER RET,FOSTER,,2024-10-02 00:00:00,DOG,N,N,PUPPY,BL BRINDLE / WHITE,LABRADOR RETR / PLOTT HOUND,40242,44222
TNR/SNR,A768822,40213,STRAY,OTC,2024-09-23 00:00:00,STRAY,SNR,,2024-10-02 00:00:00,CAT,N,N,MED,GRAY TABBY / WHITE,DOMESTIC SH,40213,44223
TNR/SNR,A768827,40218,STRAY,OTC,2024-09-23 00:00:00,STRAY,SNR,,2024-09-25 00:00:00,CAT,N,N,LARGE,BLACK / WHITE,DOMESTIC MH,40219,44224
DW12,A769140,40212,FOSTER,RETURN,2024-10-17 00:00:00,FOSTER RET,ADOPTION,FOSTER,2024-11-30 00:00:00,DOG,N,N,PUPPY,BLACK / WHITE,LABRADOR RETR,40031,44225
LOST,A769201,,LOST,WEB,2024-03-22 00:00:00,,,,,CAT,F,,MED,UNKNOWN,SIAMESE,,44226
N09,A769606,40272,STRAY,FIELD,2024-10-04 00:00:00,STRAY,ADOPTION,WALK IN,2024-10-21 00:00:00,DOG,S,N,LARGE,BLACK / WHITE,GREAT DANE / MIX,40272,44227
704,A769618,40299,STRAY,FIELD,2024-10-04 00:00:00,ABANDON,FOSTER,TOO YOUNG,2024-11-05 00:00:00,DOG,S,N,PUPPY,GRAY / BROWN,LABRADOR RETR / MIX,40299,44228
LOST,A769748,,LOST,WEB,2024-10-07 00:00:00,,,,,CAT,M,,MED,UNKNOWN,AMER SH,,44229
FOUND,A761298,,FOUND,WEB,2024-05-30 00:00:00,,,,,CAT,M,,SMALL,UNKNOWN,AMER SH,40215,44230
TNR/SNR,A761308,40118,STRAY,OTC,2024-05-31 00:00:00,STRAY,SNR,,2024-06-05 00:00:00,CAT,N,N,MED,ORANGE,DOMESTIC SH,40118,44231
CW05,A761570,40223,STRAY,OTC,2024-06-04 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-06-07 00:00:00,CAT,S,N,KITTN,CRM TABBY,DOMESTIC SH,40229,44232
809,A761694,40218,STRAY,OTC,2024-09-23 00:00:00,STRAY,RTO,IN KENNEL,2024-09-28 00:00:00,DOG,N,N,LARGE,RED / TAN,AUST SHEPHERD / DUTCH SHEPHERD,40217,44233
N05,A770343,40272,STRAY,OTC,2024-10-17 00:00:00,STRAY,ADOPTION,WALK IN,2024-10-29 00:00:00,DOG,S,N,MED,BLACK / TAN,ROTTWEILER / MIX,40118,44234
N31,A770432,40211,STRAY,OTC,2024-10-19 00:00:00,STRAY,ADOPTION,WALK IN,2024-10-29 00:00:00,DOG,S,N,MED,GRAY,LABRADOR RETR / BASENJI,40218,44235
N33,A770432,OUT OF COUNTY,RETURN,ADOPTION,2024-11-04 00:00:00,ALLERGIC,ADOPTION,WALK IN,2024-11-07 00:00:00,DOG,S,N,MED,GRAY,LABRADOR RETR / BASENJI,40218,44236
LOST,A770442,,LOST,WEB,2024-10-15 00:00:00,,,,,DOG,F,,MED,UNKNOWN,AM PIT BULL TER,40213,44237
N08,A770760,40210,STRAY,FIELD,2024-10-23 00:00:00,STRAY,ADOPTION,INTERNET,2024-11-04 00:00:00,DOG,S,N,LARGE,BL BRINDLE,PLOTT HOUND / MIX,40218,44238
102,A770840,40245,STRAY,OTC,2024-10-24 00:00:00,STRAY,ADOPTION,WALK IN,2024-11-04 00:00:00,DOG,S,N,LARGE,WHITE / CREAM,ALASKAN HUSKY,40245,44239
LOST,A770882,,LOST,WEB,2024-10-25 00:00:00,,,,,CAT,M,,SMALL,UNKNOWN,DOMESTIC SH,40214,44240
102,A770942,40258,STRAY,FIELD,2024-10-26 00:00:00,STRAY,FOSTER,TO ADOPT,2024-11-04 00:00:00,DOG,S,N,MED,GRAY / WHITE,STAFFORDSHIRE,40258,44241
TNR/SNR,A771010,40214,STRAY,OTC,2024-10-28 00:00:00,STRAY,SNR,,2024-10-30 00:00:00,CAT,N,N,MED,ORG TABBY,DOMESTIC SH,40214,44242
FEEDERS PH,A771161,40218,FOSTER,RETURN,2025-01-03 00:00:00,FOSTER RET,ADOPTION,FEEDERS PH,2025-01-09 00:00:00,CAT,N,N,KITTN,BRN TABBY,DOMESTIC SH,40205,44243
208,A749959,40272,STRAY,OTC,2023-12-11 00:00:00,STRAY,RTO,IN KENNEL,2023-12-12 00:00:00,DOG,S,N,LARGE,GRAY / WHITE,PIT BULL,40272,44244
LOST,A749994,,LOST,WEB,2023-12-11 00:00:00,,,,,CAT,M,,MED,WHITE,DOMESTIC SH,,44245
K103B,A749999,40220,RETURN,ADOPTION,2024-01-22 00:00:00,CHILD PROB,RTO,IN KENNEL,2024-01-22 00:00:00,DOG,N,Y,LARGE,BROWN / WHITE,LABRADOR RETR,40220,44246
NECROPSY,A749999,40220,OWNER SUR,RETURN 30,2024-04-16 00:00:00,AGG PEOPLE,EUTH,BEHAV HIST,2024-04-22 00:00:00,DOG,N,Y,LARGE,BROWN / WHITE,LABRADOR RETR,40220,44247
LOST,A750135,,LOST,WEB,2023-12-14 00:00:00,,,,,CAT,M,,LARGE,UNKNOWN,DOMESTIC SH,,44248
N15,A750155,40208,STRAY,OTC,2023-12-15 00:00:00,STRAY,ADOPTION,REFERRAL,2024-02-15 00:00:00,DOG,S,N,LARGE,TAN / WHITE,BOXER / LABRADOR RETR,47172,44249
DW15,A750287,40206,FOSTER,RETURN,2024-01-28 00:00:00,FOSTER RET,ADOPTION,FOSTER,2024-01-28 00:00:00,DOG,N,N,LARGE,WHITE,AMERICAN STAFF,40206,44250
DW06,A750309,40228,FOSTER,RETURN,2024-01-09 00:00:00,FOSTER RET,FOSTER,TIME/SPACE,2024-01-09 00:00:00,DOG,S,N,SMALL,BROWN / BROWN,SHIH TZU,40241,44251
DW06,A750309,40228,FOSTER,RETURN,2024-01-12 00:00:00,FOSTER RET,ADOPTION,FOSTER,2024-01-12 00:00:00,DOG,S,N,SMALL,BROWN / BROWN,SHIH TZU,40241,44252
FOSTER,A750317,40219,STRAY,OTC,2023-12-19 00:00:00,STRAY,FOSTER,STRAY,2023-12-25 00:00:00,DOG,F,N,PUPPY,BLACK / WHITE,LABRADOR RETR / POINTER,40228,44253
LOST,A750481,,LOST,WEB,2023-12-23 00:00:00,,,,,CAT,M,,MED,BLACK,HAVANA BROWN,40211,44254
LOST,A750497,,LOST,WEB,2023-12-25 00:00:00,,,,,CAT,M,,MED,WHITE,DOMESTIC MH,,44255
FOUND,A726308,,FOUND,WEB,2022-10-24 00:00:00,,,,,CAT,M,,,UNKNOWN,DOMESTIC SH,,44256
LOST,A726363,,LOST,WEB,2022-10-24 00:00:00,,,,,CAT,M,,,UNKNOWN,DOMESTIC MH,40217,44257
LOST,A726466,,LOST,WEB,2022-10-31 00:00:00,,,,,DOG,M,,LARGE,BLACK,SIBERIAN HUSKY,40217,44258
ACO UNIT,A726545,40299,STRAY,FIELD,2022-11-01 00:00:00,STRAY,RTO,IN FIELD,2022-11-01 00:00:00,DOG,F,N,LARGE,RED,PIT BULL,40299,44259
N38,A726758,40219,RETURN,ADOPTION,2023-03-15 00:00:00,ALLERGIC,ADOPTION,WALK IN,2023-03-15 00:00:00,CAT,S,N,KITTN,GRAY TABBY,DOMESTIC SH,40219,44260
FOSTER,A726820,40216,STRAY,OTC,2022-11-07 00:00:00,STRAY,FOSTER,STRAY,2022-11-15 00:00:00,DOG,N,N,MED,GRAY,PIT BULL,40216,44261
FOSTER,A726820,40216,FOSTER,RETURN,2022-12-27 00:00:00,FOSTER RET,ADOPTION,FOSTER,2022-12-27 00:00:00,DOG,N,N,MED,GRAY,PIT BULL,40216,44262
FOUND,A727186,,FOUND,WEB,2022-11-08 00:00:00,,,,,DOG,F,,MED,BROWN,AM PIT BULL TER,,44263
NP,A727213,40222,STRAY,OTC,2022-11-09 00:00:00,STRAY,TRANSFER,KHS,2022-11-28 00:00:00,DOG,N,N,PUPPY,BR BRINDLE / WHITE,TREEING CUR / MIX,40222,44264
K109,A727326,40211,CONFISCATE,POLICE,2022-11-11 00:00:00,UNKNOWN,RTO,IN KENNEL,2022-11-19 00:00:00,DOG,S,N,TOY,TAN,CHIHUAHUA LH,40211,44265
FOLLOWUP,A727362,40272,STRAY,OTC,2022-11-12 00:00:00,STRAY,RTO,IN KENNEL,2022-11-14 00:00:00,DOG,M,N,LARGE,BLACK / TAN,GERM SHEPHERD,40229,44266
LOST,A727368,,LOST,WEB,2022-11-06 00:00:00,,,,,CAT,M,,MED,UNKNOWN,DOMESTIC SH,,44267
FOSTER,A760887,40214,FOSTER,RETURN,2024-06-14 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-06-24 00:00:00,CAT,M,N,KITTN,BRN TABBY,DOMESTIC SH,40219,44268
FOSTER,A760889,40214,FOSTER,RETURN,2024-06-14 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-06-24 00:00:00,CAT,F,N,KITTN,BRN TABBY,DOMESTIC SH,40219,44269
FOSTER,A760890,40214,FOSTER,RETURN,2024-06-14 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-06-24 00:00:00,CAT,F,N,KITTN,BRN TABBY / TORTIE,DOMESTIC SH,40219,44270
FOSTER,A760892,40214,FOSTER,RETURN,2024-06-14 00:00:00,STRAY,FOSTER,TOO YOUNG,2024-06-24 00:00:00,CAT,M,N,KITTN,BRN TABBY,DOMESTIC SH,40219,44271
INTAKE,A760956,40211,STRAY,OTC,2024-05-25 00:00:00,STRAY,EUTH,MEDICAL,2024-05-25 00:00:00,CAT,U,N,KITTN,BLACK / WHITE,DOMESTIC SH,40211,44272
TNR/SNR,A742634,40218,OWNER SUR,FIELD,2023-07-28 00:00:00,OWNER MED,SNR,,2023-08-02 00:00:00,CAT,S,N,SMALL,GRAY TABBY,DOMESTIC SH,60660,44273
C102,A742666,40218,OWNER SUR,FIELD,2023-07-30 00:00:00,OWNER MED,SNR,,2023-09-05 00:00:00,CAT,N,N,MED,ORANGE / WHITE,DOMESTIC SH,60660,44274
K110,A742698,40217,STRAY,OTC,2023-07-31 00:00:00,STRAY,TRANSFER,RESCUE GRP,2023-08-09 00:00:00,DOG,N,N,PUPPY,BLACK,LABRADOR RETR,40217,44275
NP,A742707,40218,FOSTER,RETURN,2023-09-28 00:00:00,FOSTER RET,ADOPTION,WALK IN,2023-09-28 00:00:00,DOG,N,N,MED,BR BRINDLE / WHITE,IRISH WOLFHOUND / MIX,40222,44276
C114,A742790,40211,STRAY,OTC,2023-08-01 00:00:00,STRAY,SNR,,2023-09-01 00:00:00,CAT,S,N,LARGE,GRAY / WHITE,DOMESTIC LH,40211,44277
C215,A742887,40202,CONFISCATE,EVICTION,2023-08-03 00:00:00,LANDLORD,TRANSFER,KHS,2023-08-08 00:00:00,CAT,F,N,KITTN,GRAY,DOMESTIC SH,40202,44278
C211,A742889,40202,CONFISCATE,EVICTION,2023-08-03 00:00:00,LANDLORD,TRANSFER,KHS,2023-08-08 00:00:00,CAT,U,N,KITTN,BLACK / WHITE,DOMESTIC SH,40202,44279
INTAKE,A742938,40204,STRAY,OTC,2023-08-04 00:00:00,ABANDON,EUTH,CONTAG DIS,2023-08-04 00:00:00,DOG,M,N,SMALL,WHITE / BROWN,CAIRN TERRIER,40205,44280
LOST,A742978,,LOST,WEB,2023-08-04 00:00:00,,,,,DOG,M,,MED,UNKNOWN,CHIHUAHUA SH,,44281
N40,A743031,40218,STRAY,OTC,2023-08-05 00:00:00,ABANDON,TRANSFER,RESCUE GRP,2023-08-23 00:00:00,CAT,N,N,MED,BRN TABBY,DOMESTIC SH,40218,44282
N40,A743033,40218,STRAY,OTC,2023-08-05 00:00:00,STRAY,ADOPTION,WALK IN,2023-08-21 00:00:00,CAT,N,N,MED,GRAY TABBY / WHITE,DOMESTIC SH,40218,44283
ID04,A746396,40212,STRAY,OTC,2023-10-06 00:00:00,STRAY,EUTH,BEHAV OBSV,2023-10-14 00:00:00,DOG,F,N,MED,GRAY,PIT BULL,,44284
TNR/SNR,A746992,40212,STRAY,OTC,2023-10-17 00:00:00,STRAY,SNR,,2023-10-19 00:00:00,CAT,S,N,LARGE,CREAM,SIAMESE,40212,44285
LOST,A747056,,LOST,WEB,2023-10-17 00:00:00,,,,,CAT,M,,LARGE,UNKNOWN,AMER SH,,44286
FOUND,A747161,,FOUND,WEB,2023-09-30 00:00:00,,,,,CAT,,,SMALL,UNKNOWN,AMER SH,,44287
703,A747363,40206,FOSTER,RETURN,2024-01-03 00:00:00,FOSTER RET,FOSTER,TIME/SPACE,2024-01-12 00:00:00,DOG,N,N,MED,BLACK / WHITE,BOXER / PIT BULL,40245,44288
910,A747424,40214,STRAY,OTC,2023-10-24 00:00:00,STRAY,RTO,IN KENNEL,2023-11-07 00:00:00,DOG,N,N,LARGE,BROWN / BLACK,GERM SHEPHERD / ROTTWEILER,40208,44289
404,A747746,40203,STRAY,OTC,2023-10-24 00:00:00,STRAY,RTO,IN KENNEL,2023-10-24 00:00:00,DOG,M,N,SMALL,WHITE / BLUE,AMER BULLDOG,40206,44290
K101,A747841,40211,STRAY,OTC,2023-10-26 00:00:00,STRAY,RTO,IN KENNEL,2023-10-28 00:00:00,DOG,M,N,SMALL,BROWN,SHIH TZU / CHIHUAHUA LH,40212,44291
DW08,A751299,40229,STRAY,OTC,2024-01-11 00:00:00,STRAY,ADOPTION,WALK IN,2024-01-24 00:00:00,DOG,S,N,SMALL,BLACK / WHITE,BEAGLE,40228,44292
BARN,A751377,40272,FOSTER,RETURN,2024-01-20 00:00:00,STRAY,TRANSFER,RESCUE GRP,2024-01-23 00:00:00,DOG,M,N,PUPPY,BLACK / WHITE,GREAT DANE / MIX,40206,44293
LOST,A751441,,LOST,WEB,2024-01-13 00:00:00,,,,,CAT,M,,,UNKNOWN,AMER SH,,44294
INTAKE,A734270,40272,STRAY,OTC,2023-06-12 00:00:00,STRAY,TNR,CARETAKER,2023-06-14 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40272,44295
INTAKE,A734273,40272,STRAY,OTC,2023-06-12 00:00:00,STRAY,TNR,CARETAKER,2023-06-14 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40272,44296
INTAKE,A734300,40272,STRAY,OTC,2023-06-14 00:00:00,STRAY,TNR,CARETAKER,2023-06-16 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40272,44297
INTAKE,A734449,40203,STRAY,OTC,2023-07-11 00:00:00,STRAY,TNR,CARETAKER,2023-07-13 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40203,44298
INTAKE,A734510,40216,STRAY,OTC,2023-07-19 00:00:00,STRAY,TNR,CARETAKER,2023-07-21 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40216,44299
INTAKE,A734581,40208,STRAY,OTC,2023-08-08 00:00:00,STRAY,TNR,CARETAKER,2023-08-10 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40208,44300
INTAKE,A734691,40272,STRAY,OTC,2023-08-30 00:00:00,STRAY,TNR,CARETAKER,2023-09-01 00:00:00,CAT,U,N,MED,BLACK,DOMESTIC SH,40272,44301
NP,A734840,40214,FOSTER,RETURN,2023-05-19 00:00:00,FOSTER RET,ADOPTION,FRIEND,2023-05-20 00:00:00,CAT,N,N,KITTN,GRAY TABBY,DOMESTIC SH,40214,44302
TNR/SNR,A734925,40211,STRAY,OTC,2023-03-21 00:00:00,STRAY,SNR,,2023-03-23 00:00:00,CAT,S,N,SMALL,BRN TABBY,DOMESTIC SH,40211,44303
NP,A734982,40218,STRAY,OTC,2023-03-22 00:00:00,STRAY,ADOPTION,WEB METRO,2023-04-15 00:00:00,DOG,N,N,MED,BLACK / WHITE,PIT BULL,40212,44304
N29,A735174,40211,FOSTER,RETURN,2023-05-13 00:00:00,FOSTER RET,ADOPTION,EVENT,2023-05-13 00:00:00,DOG,S,N,MED,BLACK / WHITE,PIT BULL,40206,44305
FOSTER,A735176,40218,FOSTER,RETURN,2023-06-09 00:00:00,FOSTER RET,EUTH,BEHAV HIST,2023-06-09 00:00:00,DOG,N,N,MED,GRAY / WHITE,PIT BULL,40206,44306
NECROPSY,A749329,40203,STRAY,FIELD,2023-11-27 00:00:00,STRAY,EUTH,MEDICAL,2023-12-08 00:00:00,DOG,M,N,MED,BLACK / WHITE,LABRADOR RETR / MIX,40203,44307
LOST,A749539,,LOST,WEB,2023-11-29 00:00:00,,,,,CAT,M,,LARGE,BLACK,AMER SH,,44308
N09,A749566,40212,STRAY,FIELD,2023-11-30 00:00:00,ABANDON,ADOPTION,WALK IN,2023-12-22 00:00:00,DOG,N,N,LARGE,BLACK / TAN,ROTTWEILER,40212,44309
DW07,A753357,40216,FOSTER,RETURN,2024-01-31 00:00:00,FOSTER RET,RTO,IN KENNEL,2024-02-01 00:00:00,DOG,S,N,SMALL,CREAM / GRAY,LHASA APSO,40216,44310
FOLLOWUP,A753370,40219,STRAY,OTC,2024-01-30 00:00:00,STRAY,TRANSFER,RESCUE GRP,2024-02-05 00:00:00,CAT,F,N,SMALL,WHITE / GRAY,DOMESTIC SH,40205,44311
ID06,A753512,40208,STRAY,OTC,2024-08-10 00:00:00,STRAY,RTO,IN KENNEL,2024-08-11 00:00:00,DOG,N,N,LARGE,BROWN,PIT BULL,40214,44312
FOSTER,A753529,OUT OF COUNTY,FOSTER,RETURN,2024-05-06 00:00:00,FOSTER RET,ADOPTION,INTERNET,2024-05-06 00:00:00,DOG,N,N,LARGE,BROWN / WHITE,BOXER / MASTIFF,40165,44313
LOST,A753577,,LOST,WEB,2024-02-03 00:00:00,,,,,CAT,M,,MED,UNKNOWN,AMER SH,,44314
K104B,A754239,40205,FOSTER,RETURN,2024-04-04 00:00:00,FOSTER RET,FOSTER,TIME/SPACE,2024-04-04 00:00:00,DOG,N,N,SMALL,BROWN / WHITE,BEAGLE,40258,44315
108,A754489,40241,STRAY,OTC,2024-02-19 00:00:00,STRAY,EUTH,BEHAV OBSV,2024-05-14 00:00:00,DOG,S,N,MED,BLACK / WHITE,BOXER / MIX,40204,44316
FOUND,A754581,,FOUND,WEB,2024-02-21 00:00:00,,,,,CAT,,,,UNKNOWN,ABYSSINIAN,40215,44317
FOUND,A754606,,FOUND,WEB,2024-02-21 00:00:00,,,,,DOG,F,,,WHITE,AM PIT BULL TER,40212,44318
DW16,A754832,40208,STRAY,FIELD,2024-02-24 00:00:00,STRAY,ADOPTION,WALK IN,2024-03-06 00:00:00,DOG,N,N,LARGE,TAN / BLACK,MASTIFF,40208,44319
